SMILES SOLUTE,SMILES Solvent 1,SMILES Solvent 2,Mole Fraction Solvent 1,Mole Fraction  Solvent 2,Density (g/mL),T (K),log(S),log(Xs),Reference (DOI),Comments,MW,pph(g/100g),DeltaGsolv
CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,CCO,,1.0,0.0,,298.15,-0.841870015,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,,1.0,0.0,,293.15,-2.589989393,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1Cl)Cl,CCO,,1.0,0.0,,298.15,-0.20828776,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O,CCO,,1.0,0.0,,298.15,-0.277383831,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN(C)CCn1c(nnn1)S,CCO,,1.0,0.0,,298.14,-2.977160211,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)Nc1ccc(cc1N)N)N,CCO,,1.0,0.0,,293.15,-1.863368836,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)C(=O)OC2(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-],CCO,,1.0,0.0,,293.15,-1.418572841,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,CCO,,1.0,0.0,,294.15,-2.926857727,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,CCO,,1.0,0.0,,298.14,-2.132990367,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,CCO,,1.0,0.0,,298.19,-1.171224459,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(=O)NCC(=O)O,CCO,,1.0,0.0,,297.14,-1.086940079,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(=O)Nc1cccc2ccccc12,CCO,,1.0,0.0,,298.15,-0.766231448,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCC(C)(C)C(=O)NO,CCO,,1.0,0.0,,299.15,0.0,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C(=O)c1ccccc1)C(=O)c1ccccc1,CCO,,1.0,0.0,,293.15,-0.772286248,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C1C[C@@H](C(=O)O)NC1,CCO,,1.0,0.0,,292.15,-0.987862687,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1[nH]cnn1	,CCO,,1.0,0.0,,,0.503382063,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc2c(cc1CC(=O)O)OCO2	,CCO,,1.0,0.0,,,-0.2596373,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1cc(C)cc(c1)C=O	,CCO,,1.0,0.0,,,0.871572936,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O	,CCO,,1.0,0.0,,,-0.12847523,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(cnc1)N	,CCO,,1.0,0.0,,,0.885256977,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(N)nnc1	,CCO,,1.0,0.0,,,-0.40053445,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl	,CCO,,1.0,0.0,,,-0.2596373,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C=O)Cl	,CCO,,1.0,0.0,,,0.46810174,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN(C)c1ccc(C=CC=O)cc1	,CCO,,1.0,0.0,,,-1.2411443,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)O)F	,CCO,,1.0,0.0,,,-0.096774317,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C1C2CC3CC1CC(C2)(C3)N	,CCO,,1.0,0.0,,,-2.397940009,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)O)O	,CCO,,1.0,0.0,,,0.29732272,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1CC(=O)O)O	,CCO,,1.0,0.0,,,0.36059341,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccc(cc1)C(=O)O	,CCO,,1.0,0.0,,,-0.11208758,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(CCC(=O)O)CCN	,CCO,,1.0,0.0,,,-2.522878745,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(N)nnc1Cl	,CCO,,1.0,0.0,,,-1.4569207,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(CCCC(=O)O)CCCBr	,CCO,,1.0,0.0,,,0.609818629,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(c(c1)CC(=O)OCC(=O)O)Nc1c(cccc1Cl)Cl	,CCO,,1.0,0.0,,,-1.4052794,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(=O)Oc1ccccc1C(=O)O	,CCO,,1.0,0.0,,,0.11693965,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C(=O)O)N	,CCO,,1.0,0.0,,,-2.045757491,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC1(CC)C(=O)NC(=O)NC1=O	,CCO,,1.0,0.0,,,-0.30016229,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCCCN	,CCO,,1.0,0.0,,,-0.086186148,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc2c(cc1C(=O)O)[nH]nn2	,CCO,,1.0,0.0,,,-1.4751345,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)(C)OC(=O)NCC(=O)O	,CCO,,1.0,0.0,,,0.613841822,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC(C)C1(CC)C(=O)NC(=O)NC1=O	,CCO,,1.0,0.0,,,-0.40255713,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)C(=O)c1cccc(c1C2=O)Cl	,CCO,,1.0,0.0,,,-2.210257085,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1	,CCO,,1.0,0.0,,,-0.8301577,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C=CC(=O)O	,CCO,,1.0,0.0,,,0.048740946,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C/C=C/C(=O)O	,CCO,,1.0,0.0,,,0.788875116,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)c(C=O)c1ccccc1c2Cl	,CCO,,1.0,0.0,,,0.24797326,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	,CCO,,1.0,0.0,,,-0.98716277,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COC(=O)/C=C/C(=O)OC	,CCO,,1.0,0.0,,,-1.0473521,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)S(=O)(=O)c1ccccc1	,CCO,,1.0,0.0,,,0.060697839,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C(c1ccccc1)C(=O)O	,CCO,,1.0,0.0,,,-0.80000001,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	,CCO,,1.0,0.0,,,-1.993533958,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	,CCO,,1.0,0.0,,,-1.3840499,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(C(=O)O)N	,CCO,,1.0,0.0,,,-3.408935393,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C[C@H]1COc2c3c(cc(c2N2CCN(C)CC2)F)c(=O)c(cn13)C(=O)O	,CCO,,1.0,0.0,,,-1.743533091,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	,CCO,,1.0,0.0,,,-1.0779113,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(=CC(=O)O)C(=O)O	,CCO,,1.0,0.0,,,0.532754379,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	,CCO,,1.0,0.0,,,-0.97061622,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccc(cc1)S(=O)(=O)O	,CCO,,1.0,0.0,,,-1.3372421,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-]	,CCO,,1.0,0.0,,,-0.55518258,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC1(c2ccccc2)C(=NC(=O)N=C1O)O	,CCO,,1.0,0.0,,,0.698100546,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)CC(=O)O	,CCO,,1.0,0.0,,,0.671172843,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1cc(/C=C/C(=O)O)cc(c1O)OC	,CCO,,1.0,0.0,,,-0.10237291,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(CCCC(=O)O)CCC(=O)O	,CCO,,1.0,0.0,,,-0.34055558,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	,CCO,,1.0,0.0,,,-3.609999999,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1	,CCO,,1.0,0.0,,,-2.0,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C	,CCO,,1.0,0.0,,,-1.759303401,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCC(=O)O	,CCO,,1.0,0.0,,,0.595496222,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
C(CC(=O)O)C(=O)C(=O)O	,CCO,,1.0,0.0,,,0.4756712,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1cc(ccc1O)C=O	,CCO,,1.0,0.0,,,0.39269695,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1ccc(cc1OC)C=O	,CCO,,1.0,0.0,,,0.739572344,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC(c1ccccc1)C(=O)O	,CCO,,1.0,0.0,,,0.792391689,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccc(cc1C)C=O	,CCO,,1.0,0.0,,,0.877371346,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)COC(=O)[C@H]([C@@H](C(=O)OCC(C)C)O)O,CCO,,1.0,0.0,,298.15,0.244851692,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC(CC)(CC(C)C)OC(=O)NC(=O)N,CCO,,1.0,0.0,,289.15,-1.23520234,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)COC(=O)NC(=O)N,CCO,,1.0,0.0,,290.15,-1.945804181,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCC(CC)CC(CC)(CC)C(=O)NO,CCO,,1.0,0.0,,299.15,0.0,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)S(=O)(=O)C(F)(F)F,CCO,,1.0,0.0,,298.15,-2.130189117,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC1CCCCC1OC(=O)NC(=O)N,CCO,,1.0,0.0,,291.15,-1.43525916,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,CCO,,1.0,0.0,,298.15,0.222761727,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC1(CCO)C(=O)NC(=S)NC1=O,CCO,,1.0,0.0,,298.15,-0.564126195,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN(C)c1ccc(cc1)C(C#N)(c1ccccc1)c1ccc(cc1)N(C)C,CCO,,1.0,0.0,,297.65,-2.508637242,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)c(=O)nc(c1ccccc1S(=O)(=O)N)[nH]2,CCO,,1.0,0.0,,295.65,-2.612749267,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccccc1)O,CCO,,1.0,0.0,,294.15,-0.71333159,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,,1.0,0.0,,293.15,-2.761892022,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)O)[N+](=O)[O-],CCO,,1.0,0.0,,298.15,-0.860124642,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(=O)nc(N)[nH]2)n1,CCO,,1.0,0.0,,298.15,-2.921360783,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCOC(=O)NC(C)(C(=O)O)NC(=O)OCC,CCO,,1.0,0.0,,293.15,0.626228979,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1c(c(c(c(c1Br)Br)Br)Br)Br,CCO,,1.0,0.0,,293.15,-3.670157508,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2n1,CCO,,1.0,0.0,,298.15,-1.155845958,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1ccc(cc1)N=Cc1ccc(cc1)[N+](=O)[O-],CCO,,1.0,0.0,,295.15,-1.962574264,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1cc(C=CC(=O)O)cc(c1O)OC,CCO,,1.0,0.0,,298.14,-0.687277577,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,CCO,,1.0,0.0,,293.15,-1.18089396,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,CCO,,1.0,0.0,,298.15,-1.218807164,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccc(cc1)C(CCC(c1ccccc1)(c1ccc(C)cc1)O)(c1ccccc1)O,CCO,,1.0,0.0,,295.15,-1.90910954,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2cc(ccc2c1)OP(=O)(Oc1ccc2ccccc2c1)Oc1ccc2ccccc2c1,CCO,,1.0,0.0,,298.15,-2.678033738,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)c1CCCC(=O)c1[nH]2,CCO,,1.0,0.0,,293.15,-0.990246259,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC1(C)C2CC[C@@]1(C)C(=O)/C/2=C(/c1ccccc1)\O,CCO,,1.0,0.0,,290.15,-0.983952847,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,CCO,,1.0,0.0,,294.15,-2.52923583,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O,CCO,,1.0,0.0,,290.15,-1.093780574,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)c1=NC3=CC=CC(=Nc4c5ccccc5c(N=C5C=CC=C(C5)N=c2[nH]1)[nH]4)C3,CCO,,1.0,0.0,,298.15,0.160128574,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)/C=C/c1ccccc1,CCO,,1.0,0.0,,298.15,-1.25995379,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCn1c2c(c(=O)n(CCC)c1=O)[nH]c(C13CC4CC(CC3C4)C1)n2,CCO,,1.0,0.0,,293.15,-1.296748044,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C(=O)N=[N+]=[N-],CCO,,1.0,0.0,,293.15,0.008276759,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCCCCCCCCC,CCO,,1.0,0.0,,293.0,-2.45058394,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1C(F)(F)F)N(=O)=O,CCO,,1.0,0.0,,298.15,-3.236573593,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCC(=O)O,CCO,,1.0,0.0,,293.15,0.555510462,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C=CC(=O)CC(=O)C=Cc1ccc(cc1)O)O,CCO,,1.0,0.0,,293.15,-0.764745547,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,,1.0,0.0,,293.15,-2.685396149,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CS(=O)(=O)c1ccc(cc1)C=O,CCO,,1.0,0.0,,298.14,-2.168330068,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCc1cccc(c1)O,CCO,,1.0,0.0,,297.53999999999996,0.591476024,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)c1ccc(cc1)NC(=O)N(C)C,CCO,,1.0,0.0,,293.15,-0.566285938,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccccc1S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,CCO,,1.0,0.0,,294.15,-0.314498856,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc2c3ccc(cc3C(c2cc1Br)O)N,CCO,,1.0,0.0,,291.15,-1.924085877,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C(C)C,CCO,,1.0,0.0,,293.15,-2.057621417,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,CCO,,1.0,0.0,,295.15,-3.090170447,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1cc(cc(C)c1Oc1c(c(N)nc(Nc2ccc(cc2)C#N)n1)Br)C#N,CCO,,1.0,0.0,,298.15,-3.767782892,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(c1ccccc1)OC(=O)NC(=O)N,CCO,,1.0,0.0,,292.15,-1.486007272,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(c(c(c1)Cl)Cl)c1c(N)nc(N)nn1,CCO,,1.0,0.0,,298.19,-1.848997955,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)N)O,CCO,,1.0,0.0,,294.15,-1.962800068,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC(C(=O)O)NC=O,CCO,,1.0,0.0,,298.15,-0.449776358,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1c(cc(cc1O)O)O,CCO,,1.0,0.0,,298.15,0.53062241,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCC1(CCO)C(=O)NC(=S)NC1=O,CCO,,1.0,0.0,,298.15,-0.204123,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(=O)Nc1ccc(cc1)C(=O)O,CCO,,1.0,0.0,,293.15,-0.767004244,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCOC(=O)NC(=O)N,CCO,,1.0,0.0,,292.84999999999997,-1.703837128,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)c1cccc(c1)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,CCO,,1.0,0.0,,295.15,-2.065501258,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCC1(CC)C(=O)NC(=S)NC1=O,CCO,,1.0,0.0,,293.15,-0.014917656,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC1=NNC(=O)N(C1)/N=C/c1cccnc1,CCO,,1.0,0.0,,293.15,-1.984737284,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCC(=O)OCC(CO)O,CCO,,1.0,0.0,,298.15,-0.907458668,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1O)O,CCO,,1.0,0.0,,297.65,0.533701714,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCCC(=O)O,CCO,,1.0,0.0,,298.15,-0.600165637,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc2c(c1)c(CC(C(=O)O)N)c[nH]2,CCO,,1.0,0.0,,298.15,-3.320665467,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
COc1cc(/C=C/CO)cc(c1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC,CCO,,1.0,0.0,,293.15,-2.071674923,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCCCC(=O)OCCCl,CCO,,1.0,0.0,,298.15,-1.320844297,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CN(c1ccccc1)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCO,,1.0,0.0,,298.15,-2.025641699,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(C)[C@@](CC[C@](C)(C(=O)O)O)(C(=O)O)O,CCO,,1.0,0.0,,293.15,-0.749541691,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(I)oc1C=O,CCO,,1.0,0.0,,293.15,-0.869196505,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N,CCO,,1.0,0.0,,297.15,-2.101837285,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)C1C(=O)C(=O)OC1c1ccc2c(c1)OCO2,CCO,,1.0,0.0,,290.15,-2.210200097,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)N=Nc1ccc(cc1)N(c1ccccc1)c1ccccc1,CCO,,1.0,0.0,,298.15,-0.714448841,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CC(=O)Nc1ccccc1C(=O)O,CCO,,1.0,0.0,,293.15,-0.568635787,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCOC(=O)C(C(C(=O)OCC)OC(=O)C)OC(=O)C,CCO,,1.0,0.0,,297.34999999999997,0.598792806,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1Cl)NC(=S)NNC(=O)c1ccncc1,CCO,,1.0,0.0,,298.14,-3.955554542,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCC1C(=O)N=C(N)S1,CCO,,1.0,0.0,,298.15,-2.027519105,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC,CCO,,1.0,0.0,,293.15,-2.439194048,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
CCCC(CCC)OC(=O)NC(=O)N,CCO,,1.0,0.0,,289.65,-1.693113263,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1ccc(cc1)c1ccc(cc1)/C=N/c1cccc(c1)c1ccccc1,CCO,,1.0,0.0,,295.15,-2.13076902,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
c1cc(ccc1C(=O)N)O,CCO,,1.0,0.0,,293.15,0.170261202,,10.5281/zenodo.3686212,"From Nat Commun 11, 5753 (2020).",,,
